focalMethod,X,ReabilityScore,,usabilityScore,,Y,ReabilityScore,,usabilityScore,,Z,ReabilityScore,,usabilityScore,
"@Override
public int hashCode() {
    final int prime = 31;
    int result = super.hashCode();
    result = prime * result + ((textElements == null) ? 0 : textElements.hashCode());
    return result;
}","@Test public void testHashCode() { TextChunk chunk1 = new TextChunk(0, 0, 0, 0); TextChunk chunk2 = new TextChunk(0, 0, 0, 0); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); Assert.assertEquals(chunk1.hashCode(), chunk2.hashCode()); }
",1,1,1,1,"@Test(timeout = 4000)
public void test02() throws Throwable {
    TextChunk textChunk0 = TextChunk.EMPTY;
    textChunk0.setRect(4139.800386453927, 2.0, 2.0, 2.0);
    textChunk0.hashCode();
}",3,1,1,1,"    @Test
    public void testHashCode() {
        // Create a TextChunk object with the same properties
        TextChunk textChunk1 = new TextChunk(1.0f, 2.0f, 3.0f, 4.0f);
        TextChunk textChunk2 = new TextChunk(1.0f, 2.0f, 3.0f, 4.0f);

        // Assert that the hash codes of the two objects are equal
        assertEquals(textChunk1.hashCode(), textChunk2.hashCode());

        // Create a TextChunk object with different properties
        TextChunk textChunk3 = new TextChunk(5.0f, 6.0f, 7.0f, 8.0f);

        // Assert that the hash codes of the two objects are not equal
        assertNotEquals(textChunk1.hashCode(), textChunk3.hashCode());
    }",3,3,3,3
"public static final Table empty() {
    return new Table("""");
}","@Test public void testEmpty() { Table table = Table.empty(); assertEquals(0, table.getRowCount()); assertEquals(0, table.getColCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getColCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); assertEquals(0, table.getRowCount()); }
",1,1,1,1,"@Test(timeout = 4000)
public void test00() throws Throwable {
    Table table0 = Table.empty();
    assertEquals(0, table0.getPageNumber());
    table0.setPageNumber(1);
    int int0 = table0.getPageNumber();
    assertEquals(1, int0);
}",3,2,2,2,"    @Test
    public void testEmpty() {
        Table table = Table.empty();
        
        assertNotNull(table);
        assertEquals("""", table.getExtractionMethod());
        assertEquals(0, table.getRowCount());
        assertEquals(0, table.getColCount());
        assertEquals(0, table.getPageNumber());
        
        table.setPageNumber(5);
        assertEquals(5, table.getPageNumber());
    }",3,3,3,3
"public int getPageNumber() {
    return pageNumber;
}","@Test public void testGetPageNumber() { System.out.println(""getPageNumber""); Table instance = new Table(); int result = instance.getPageNumber(); Assert.assertEquals(0, result); }
",3,3,3,3,"@Test(timeout = 4000)
public void test00() throws Throwable {
    Table table0 = Table.empty();
    assertEquals(0, table0.getPageNumber());
    table0.setPageNumber(1);
    int int0 = table0.getPageNumber();
    assertEquals(1, int0);
}",3,3,3,3,"@Test
public void testGetPageNumber() {
    Table table = Table.empty();
    table.setPageNumber(5);
    int pageNumber = table.getPageNumber();
    assertEquals(5, pageNumber);
}",3,3,3,3
"public void setPageNumber(int pageNumber) {
    this.pageNumber = pageNumber;
}","@Test public void testSetPageNumber() { Table table = Table.empty(); table.setPageNumber(1); assertEquals(1, table.getPageNumber()); }
",3,3,3,3,"@Test(timeout = 4000)
public void test00() throws Throwable {
    Table table0 = Table.empty();
    assertEquals(0, table0.getPageNumber());
    table0.setPageNumber(1);
    int int0 = table0.getPageNumber();
    assertEquals(1, int0);
}",3,3,3,3,"@Test
public void testSetPageNumber() {
    Table table = Table.empty();

    int pageNumber = 5;
    table.setPageNumber(pageNumber);
    assertEquals(pageNumber, table.getPageNumber());
}",3,3,3,3
"public String getExtractionMethod() {
    return extractionMethod;
}","@Test public void testGetExtractionMethod() { System.out.println(""getExtractionMethod""); Table instance = new Table(); String result = instance.getExtractionMethod(); assertNotNull(result); }
",3,2,2,2,"@Test(timeout = 4000)
public void test02() throws Throwable {
    SpreadsheetExtractionAlgorithm spreadsheetExtractionAlgorithm0 = new SpreadsheetExtractionAlgorithm();
    Table table0 = new Table(spreadsheetExtractionAlgorithm0);
    table0.getExtractionMethod();
    assertEquals(0, table0.getColCount());
    assertEquals(0, table0.getRowCount());
    assertEquals(0, table0.getPageNumber());
}",2,1,2,2,"@Test
public void testGetExtractionMethod() {
    ExtractionAlgorithm extractionAlgorithm = new SpreadsheetExtractionAlgorithm();
    Table table = new Table(extractionAlgorithm);
    String expectedExtractionMethod = extractionAlgorithm.toString();
    
    String actualExtractionMethod = table.getExtractionMethod();
    
    assertEquals(expectedExtractionMethod, actualExtractionMethod);
}",3,2,3,3
"public int getColCount() {
    return colCount;
}","@Test public void testGetColCount() { System.out.println(""getColCount""); Table instance = new Table(); int expResult = 0; int result = instance.getColCount(); assertEquals(expResult, result); }
",3,3,3,3,"@Test(timeout = 4000)
public void test02() throws Throwable {
    SpreadsheetExtractionAlgorithm spreadsheetExtractionAlgorithm0 = new SpreadsheetExtractionAlgorithm();
    Table table0 = new Table(spreadsheetExtractionAlgorithm0);
    table0.getExtractionMethod();
    assertEquals(0, table0.getColCount());
    assertEquals(0, table0.getRowCount());
    assertEquals(0, table0.getPageNumber());
}",2,1,2,2,"@Test
public void testGetExtractionMethod() {
    ExtractionAlgorithm extractionAlgorithm = new SpreadsheetExtractionAlgorithm();
    Table table = new Table(extractionAlgorithm);
    String expectedExtractionMethod = extractionAlgorithm.toString();
    
    String actualExtractionMethod = table.getExtractionMethod();
    
    assertEquals(expectedExtractionMethod, actualExtractionMethod);
}",2,1,2,1
"public int getRowCount() {
    return rowCount;
}","@Test public void testGetRowCount() { assertEquals(0, table.getRowCount()); }
",3,3,2,2,"@Test(timeout = 4000)
public void test02() throws Throwable {
    SpreadsheetExtractionAlgorithm spreadsheetExtractionAlgorithm0 = new SpreadsheetExtractionAlgorithm();
    Table table0 = new Table(spreadsheetExtractionAlgorithm0);
    table0.getExtractionMethod();
    assertEquals(0, table0.getColCount());
    assertEquals(0, table0.getRowCount());
    assertEquals(0, table0.getPageNumber());
}",1,1,2,1,"@Test
public void testGetExtractionMethod() {
    ExtractionAlgorithm extractionAlgorithm = new SpreadsheetExtractionAlgorithm();
    Table table = new Table(extractionAlgorithm);
    String expectedExtractionMethod = extractionAlgorithm.toString();
    
    String actualExtractionMethod = table.getExtractionMethod();
    
    assertEquals(expectedExtractionMethod, actualExtractionMethod);
}",2,1,1,1
"public static <T extends Comparable<? super T>> void sort(List<T> list) {
    sort(list, QuickSort.<T>naturalOrder());
}","@Test public void testSort() { List<Integer> list = new ArrayList<Integer>(); QuickSort.sort(list); }
",3,1,1,2,"@Test(timeout = 4000)
public void test0() throws Throwable {
    Vector<Integer> vector0 = new Vector<Integer>();
    Integer integer0 = new Integer(2009);
    vector0.add(integer0);
    Integer integer1 = new Integer((-3776));
    vector0.add(integer1);
    Integer integer2 = new Integer(0);
    vector0.add(integer2);
    vector0.add(integer2);
    QuickSort.sort((List<Integer>) vector0);
    assertEquals(""[-3776, 0, 0, 2009]"", vector0.toString());
}",3,3,3,3,"    @Test
    public void testSort() {
        // Create a list of unsorted elements
        List<Integer> unsortedList = new ArrayList<>(Arrays.asList(5, 2, 8, 1, 9));

        // Call the sort method to sort the list
        QuickSort.sort(unsortedList);

        // Create a list of expected sorted elements
        List<Integer> expectedSortedList = new ArrayList<>(Arrays.asList(1, 2, 5, 8, 9));

        // Assert that the sorted list matches the expected sorted list
        assertEquals(expectedSortedList, unsortedList);
    }",3,3,3,3
"public static <T extends Comparable<? super T>> void sort(List<T> list) {
    sort(list, QuickSort.<T>naturalOrder());
}","@Test public void testSort() { List<Integer> list = new ArrayList<Integer>(); QuickSort.sort(list); }
",3,1,1,2,"@Test(timeout = 4000)
public void test0() throws Throwable {
    Vector<Integer> vector0 = new Vector<Integer>();
    Integer integer0 = new Integer(2009);
    vector0.add(integer0);
    Integer integer1 = new Integer((-3776));
    vector0.add(integer1);
    Integer integer2 = new Integer(0);
    vector0.add(integer2);
    vector0.add(integer2);
    QuickSort.sort((List<Integer>) vector0);
    assertEquals(""[-3776, 0, 0, 2009]"", vector0.toString());
}",3,3,3,3,"    @Test
    public void testSort() {
        // Create a list of integers
        List<Integer> list = new ArrayList<>();
        list.add(5);
        list.add(2);
        list.add(8);
        list.add(1);
        list.add(9);

        // Create a comparator to sort in ascending order
        Comparator<Integer> comparator = Comparator.naturalOrder();

        // Call the sort method
        QuickSort.sort(list, comparator);

        // Check if the list is sorted
        for (int i = 0; i < list.size() - 1; i++) {
            assertTrue(comparator.compare(list.get(i), list.get(i + 1)) <= 0);
        }
    }",3,2,3,3
"public void setTextElements(List<TextChunk> textChunks) {
    this.textChunks = textChunks;
}",@Test public void testSetTextElements() { Line line = new Line(); line.setTextElements(Arrays.asList(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk.TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk(new TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextChunk.TextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextTextText,1,1,1,1,"@Test(timeout = 4000)
public void test00() throws Throwable {
    Line line0 = new Line();
    TextChunk textChunk0 = new TextChunk(236.93358F, 0.0F, 0.0F, 0.0F);
    List<TextChunk> list0 = textChunk0.squeeze((Character) null, 339);
    line0.setTextElements(list0);
    line0.addTextChunk(textChunk0);
    line0.addTextChunk(0, textChunk0);
    assertEquals(236.93358F, line0.height, 0.01F);
}",2,2,2,2,"@Test
public void testSetTextElements() {
    Line line = new Line();
    List<TextChunk> textChunks = new ArrayList<>();

    textChunks.add(new TextChunk(0.0F, 0.0F, 0.0F, 0.0F));

    textChunks.add(new TextChunk(0.0F, 0.0F, 0.0F, 0.0F));
    line.setTextElements(textChunks);
    assertEquals(textChunks, line.getTextElements());
}",3,2,2,2
